Study_ID,Author,Year,Title,Journal,DOI_or_PMID,Etiology,Subtype,Congenital_or_Acquired,Side_deaf_or_lesion,Chronicity_months,Sample_Size_Patients,Sample_Size_Controls,Mean_Age_Patients,Sex_Ratio_Patients,Modality,Acquisition_Type,Scanner_FieldStrength_T,Analysis_Toolbox,Hedges_g_exact,Hedges_g_variance,CI_lower,CI_upper,P_value,Statistic_type,Statistic_value,Direction,ROI_Homogenized,Big_Area,Matter,Side,MNI_X,MNI_Y,MNI_Z,Measure,Network_Assignment,Study_Quality_Score,Extractor,Notes,Source_PDF_or_ZIP
Gard_2022_MK_ICP,Gard,2022,Post-Concussive Vestibular Dysfunction Is Related to Injury to the Inferior Vestibular Nerve,Journal of Neurotrauma,10.1089/neu.2021.0447,Sports-related concussion with persistent post-concussive symptoms,,Acquired,,,18,20.0,26.0,14M/7F,MRI,Diffusion,7.0,"FSL, TractSeg, dipy",,,,,0.01,,,↓ Patients < Controls,Inferior cerebellar peduncle,Cerebellum,White,Bilateral,,,,Mean kurtosis (MK),,,,"Significant MK reduction in SRC athletes vs controls (p=0.010, below Bonferroni threshold 0.017). Data from DKI Table.","Gard et al., 2022.pdf"
Gard_2022_RK_SCP,Gard,2022,Post-Concussive Vestibular Dysfunction Is Related to Injury to the Inferior Vestibular Nerve,Journal of Neurotrauma,10.1089/neu.2021.0447,Sports-related concussion with persistent post-concussive symptoms,,Acquired,,,18,20.0,26.0,14M/7F,MRI,Diffusion,7.0,"FSL, TractSeg, dipy",,,,,0.006,,,↓ Patients < Controls,Superior cerebellar peduncle,Cerebellum,White,Bilateral,,,,Radial kurtosis (RK),,,,Significant RK reduction in superior cerebellar peduncle (p=0.006 < 0.017 Bonferroni threshold).,"Gard et al., 2022.pdf"
Goettlich_2016_HCgtBVF_Hippo_R1,Göttlich,2016,Hippocampal Gray Matter Volume in Bilateral Vestibular Failure,Human Brain Mapping,10.1002/hbm.23152,Bilateral vestibular failure,,Acquired,Bilateral,50.4,27,30.0,65.2,11F/16M,MRI,Structural,3.0,SPM12 (VBM),,,,,0.011,t,2.35,↓ Patients < Controls,Hippocampus,Temporal,Gray,R,18.0,3.0,-20.0,GM volume,,,,"Cluster from hippocampal VBM (unthresholded t-map, HC > BVF; p-value uncorrected).","Göttlich et al., 2016.pdf"
Goettlich_2016_HCgtBVF_Hippo_L1,Göttlich,2016,Hippocampal Gray Matter Volume in Bilateral Vestibular Failure,Human Brain Mapping,10.1002/hbm.23152,Bilateral vestibular failure,,Acquired,Bilateral,50.4,27,30.0,65.2,11F/16M,MRI,Structural,3.0,SPM12 (VBM),,,,,0.018,t,2.15,↓ Patients < Controls,Hippocampus,Temporal,Gray,L,-17.0,2.0,-20.0,GM volume,,,,"Cluster from hippocampal VBM (unthresholded t-map, HC > BVF; p-value uncorrected).","Göttlich et al., 2016.pdf"
Goettlich_2016_HCgtBVF_Hippo_R2,Göttlich,2016,Hippocampal Gray Matter Volume in Bilateral Vestibular Failure,Human Brain Mapping,10.1002/hbm.23152,Bilateral vestibular failure,,Acquired,Bilateral,50.4,27,30.0,65.2,11F/16M,MRI,Structural,3.0,SPM12 (VBM),,,,,0.02,t,2.09,↓ Patients < Controls,Hippocampus,Temporal,Gray,R,24.0,-11.0,-17.0,GM volume,,,,"Cluster from hippocampal VBM (unthresholded t-map, HC > BVF; p-value uncorrected).","Göttlich et al., 2016.pdf"
Goettlich_2016_HCgtBVF_Hippo_L2,Göttlich,2016,Hippocampal Gray Matter Volume in Bilateral Vestibular Failure,Human Brain Mapping,10.1002/hbm.23152,Bilateral vestibular failure,,Acquired,Bilateral,50.4,27,30.0,65.2,11F/16M,MRI,Structural,3.0,SPM12 (VBM),,,,,0.026,t,1.98,↓ Patients < Controls,Hippocampus,Temporal,Gray,L,-14.0,28.0,-15.0,GM volume,,,,"Cluster from hippocampal VBM (unthresholded t-map, HC > BVF; p-value uncorrected).","Göttlich et al., 2016.pdf"
Goettlich_2016_HCgtBVF_Hippo_L3,Göttlich,2016,Hippocampal Gray Matter Volume in Bilateral Vestibular Failure,Human Brain Mapping,10.1002/hbm.23152,Bilateral vestibular failure,,Acquired,Bilateral,50.4,27,30.0,65.2,11F/16M,MRI,Structural,3.0,SPM12 (VBM),,,,,0.032,t,1.89,↓ Patients < Controls,Hippocampus,Temporal,Gray,L,-18.0,-17.0,-18.0,GM volume,,,,"Cluster from hippocampal VBM (unthresholded t-map, HC > BVF; p-value uncorrected).","Göttlich et al., 2016.pdf"
Helmchen_2009_Insula_Frontal,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,5.09,↑ Patients > Controls,Insula,Frontal,Gray,L,-47.0,9.0,7.0,GM volume (VBM),Vestibular,,,Global GMV increase in insular cortex; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_STG_1,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,4.27,↑ Patients > Controls,Superior temporal gyrus,Temporal,Gray,R,55.0,-42.0,7.0,GM volume (VBM),Vestibular,,,Global GMV increase in right STG; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_STG_2,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,4.35,↑ Patients > Controls,Superior temporal gyrus,Temporal,Gray,L,-50.0,-22.0,-3.0,GM volume (VBM),Vestibular,,,Global GMV increase in left STG; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_MTG_1,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,4.82,↑ Patients > Controls,Middle temporal gyrus,Temporal,Gray,R,63.0,-56.0,1.0,GM volume (VBM),Visual,,,Global GMV increase in MT/V5 region; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_MTG_2,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) = 0.01,t,3.55,↑ Patients > Controls,Middle temporal gyrus,Temporal,Gray,L,-49.0,-52.0,0.0,GM volume (VBM),Visual,,,Global GMV increase in left MTG; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_MTG_3,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,4.49,↑ Patients > Controls,Middle temporal gyrus,Temporal,Gray,R,65.0,-16.0,-7.0,GM volume (VBM),Visual,,,Global GMV increase in right MTG; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_MTG_4,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,3.78,↑ Patients > Controls,Middle temporal gyrus,Temporal,Gray,R,51.0,-2.0,-18.0,GM volume (VBM),Visual,,,Global GMV increase in inferior MTG; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_IPL,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,6.93,↑ Patients > Controls,Inferior parietal lobe,Parietal,Gray,R,46.0,-38.0,43.0,GM volume (VBM),Vestibular,,,Global GMV increase in IPL; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_Precuneus,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,5.85,↑ Patients > Controls,Precuneus,Parietal,Gray,R,14.0,-49.0,30.0,GM volume (VBM),Vestibular,,,Global GMV increase in precuneus; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_MOG,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,4.33,↑ Patients > Controls,Middle occipital gyrus,Occipital,Gray,R,47.0,-77.0,-4.0,GM volume (VBM),Visual,,,Global GMV increase in middle occipital gyrus; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_Lingual,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,4.25,↑ Patients > Controls,Lingual gyrus,Occipital,Gray,L,-27.0,-76.0,-11.0,GM volume (VBM),Visual,,,Global GMV increase in lingual gyrus; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_Cuneus,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,4.42,↑ Patients > Controls,Cuneus,Occipital,Gray,L,-16.0,-87.0,11.0,GM volume (VBM),Visual,,,Global GMV increase in cuneus; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_Cingulate,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,4.25,↑ Patients > Controls,Cingulate gyrus,Limbic,Gray,R,15.0,-22.0,42.0,GM volume (VBM),Vestibular,,,Global GMV increase in cingulate gyrus; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_Insula_Sublobar,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,4.46,↑ Patients > Controls,Insula,Sublobar,Gray,L,-28.0,12.0,-2.0,GM volume (VBM),Vestibular,,,Global GMV increase in insula (sublobar); whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_Cereb_InfSemiLunar,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,5.46,↑ Patients > Controls,Inferior semi-lunar lobule,Cerebellum,Gray,L,-18.0,-61.0,-51.0,GM volume (VBM),Cerebellar,,,Global GMV increase in cerebellar posterior lobe (inferior semi-lunar lobule); whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_Culmen_1,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,3.97,↑ Patients > Controls,Culmen,Cerebellum,Gray,L,-23.0,-53.0,-24.0,GM volume (VBM),Cerebellar,,,Global GMV increase in cerebellar anterior lobe (culmen); whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_Culmen_2,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) < 0.001,t,5.53,↑ Patients > Controls,Culmen,Cerebellum,Gray,L,-12.0,-35.0,-28.0,GM volume (VBM),Cerebellar,,,Global GMV increase in cerebellar anterior lobe (culmen); whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2009_Pons,Helmchen,2009,Structural Changes in the Human Brain following Vestibular Neuritis Indicate Central Vestibular Compensation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03745.x,Acute unilateral peripheral vestibular neuritis,Acute unilateral vestibular neuritis (mixed left/right lesions),Acquired,,3.0,15,15.0,49.0,7F/8M,MRI,Structural,1.5,SPM2,,,,,p(FDR) = 0.001,t,3.42,↓ Patients < Controls,Pons,Brainstem,Gray,Bilateral,7.0,-38.0,-35.0,GM volume (VBM),Vestibular,,,Global GMV decrease in midline pontomedullary junction; whole-brain VBM; FDR-corrected.,"Helmchen et al., 2009.pdf"
Helmchen_2011_SFG_R,Helmchen,2011,Structural brain changes following peripheral vestibulo-cochlear lesion may indicate multisensory compensation,"Journal of Neurology, Neurosurgery & Psychiatry",10.1136/jnnp.2010.204925,Unilateral vestibulo-cochlear lesion due to acoustic neuroma surgery,,Acquired,Mixed,37.0,15,15.0,56.6,11F/4M,MRI,Structural,1.5,SPM2 (VBM toolbox),,,,,0.001,T,3.51,↑ Patients > Controls,Superior frontal gyrus,Frontal,Gray,R,18.0,34.0,44.0,GM volume,,,,"Cluster from ROI-based VBM comparison (patients > controls), p<0.005 uncorrected.","Helmchen et al., 2010.pdf"
Helmchen_2011_MFG_R,Helmchen,2011,Structural brain changes following peripheral vestibulo-cochlear lesion may indicate multisensory compensation,"Journal of Neurology, Neurosurgery & Psychiatry",10.1136/jnnp.2010.204925,Unilateral vestibulo-cochlear lesion due to acoustic neuroma surgery,,Acquired,Mixed,37.0,15,15.0,56.6,11F/4M,MRI,Structural,1.5,SPM2 (VBM toolbox),,,,,0.001,T,3.47,↑ Patients > Controls,Middle frontal gyrus,Frontal,Gray,R,33.0,39.0,30.0,GM volume,,,,"Cluster from ROI-based VBM comparison (patients > controls), p<0.005 uncorrected.","Helmchen et al., 2010.pdf"
Helmchen_2011_OrbitalGyrus_L,Helmchen,2011,Structural brain changes following peripheral vestibulo-cochlear lesion may indicate multisensory compensation,"Journal of Neurology, Neurosurgery & Psychiatry",10.1136/jnnp.2010.204925,Unilateral vestibulo-cochlear lesion due to acoustic neuroma surgery,,Acquired,Mixed,37.0,15,15.0,56.6,11F/4M,MRI,Structural,1.5,SPM2 (VBM toolbox),,,,,0.0,T,4.02,↑ Patients > Controls,Orbital gyrus,Frontal,Gray,L,-18.0,29.0,-11.0,GM volume,,,,"Cluster from ROI-based VBM comparison (patients > controls), p<0.005 uncorrected.","Helmchen et al., 2010.pdf"
Helmchen_2011_OrbitalGyrus_R,Helmchen,2011,Structural brain changes following peripheral vestibulo-cochlear lesion may indicate multisensory compensation,"Journal of Neurology, Neurosurgery & Psychiatry",10.1136/jnnp.2010.204925,Unilateral vestibulo-cochlear lesion due to acoustic neuroma surgery,,Acquired,Mixed,37.0,15,15.0,56.6,11F/4M,MRI,Structural,1.5,SPM2 (VBM toolbox),,,,,0.001,T,3.52,↑ Patients > Controls,Orbital gyrus,Frontal,Gray,R,15.0,36.0,-14.0,GM volume,,,,"Cluster from ROI-based VBM comparison (patients > controls), p<0.005 uncorrected.","Helmchen et al., 2010.pdf"
Helmchen_2011_STG_R_inc,Helmchen,2011,Structural brain changes following peripheral vestibulo-cochlear lesion may indicate multisensory compensation,"Journal of Neurology, Neurosurgery & Psychiatry",10.1136/jnnp.2010.204925,Unilateral vestibulo-cochlear lesion due to acoustic neuroma surgery,,Acquired,Mixed,37.0,15,15.0,56.6,11F/4M,MRI,Structural,1.5,SPM2 (VBM toolbox),,,,,0.003,T,2.94,↑ Patients > Controls,Superior temporal gyrus,Temporal,Gray,R,59.0,-6.0,-2.0,GM volume,,,,"Cluster from ROI-based VBM comparison (patients > controls) in superior temporal gyrus, p<0.005 uncorrected.","Helmchen et al., 2010.pdf"
Helmchen_2011_MTG_L_1,Helmchen,2011,Structural brain changes following peripheral vestibulo-cochlear lesion may indicate multisensory compensation,"Journal of Neurology, Neurosurgery & Psychiatry",10.1136/jnnp.2010.204925,Unilateral vestibulo-cochlear lesion due to acoustic neuroma surgery,,Acquired,Mixed,37.0,15,15.0,56.6,11F/4M,MRI,Structural,1.5,SPM2 (VBM toolbox),,,,,0.0,T,4.07,↑ Patients > Controls,Middle temporal gyrus,Temporal,Gray,L,-51.0,-26.0,0.0,GM volume,,,,"Anterior middle temporal gyrus cluster from ROI-based VBM comparison (patients > controls), p<0.005 uncorrected.","Helmchen et al., 2010.pdf"
Helmchen_2011_MTG_R,Helmchen,2011,Structural brain changes following peripheral vestibulo-cochlear lesion may indicate multisensory compensation,"Journal of Neurology, Neurosurgery & Psychiatry",10.1136/jnnp.2010.204925,Unilateral vestibulo-cochlear lesion due to acoustic neuroma surgery,,Acquired,Mixed,37.0,15,15.0,56.6,11F/4M,MRI,Structural,1.5,SPM2 (VBM toolbox),,,,,0.0,T,4.15,↑ Patients > Controls,Middle temporal gyrus,Temporal,Gray,R,48.0,-28.0,0.0,GM volume,,,,"Middle temporal gyrus cluster	from ROI-based VBM comparison (patients > controls), p<0.005 uncorrected.","Helmchen et al., 2010.pdf"
Huefner_2007_Cerebellum,Hüfner,2007,Spatial Memory and Hippocampal Volume in Humans With Unilateral Vestibular Deafferentation,Hippocampus,10.1002/hipo.20283,Unilateral vestibular deafferentation due to acoustic neurinoma surgery,,Acquired,"Left or Right (unilateral), mixed",,15,16.0,,8F/8M,MRI,Structural,1.5,SPM2,,,,,p < 0.05 (FDR-corrected),,,↓ Patients < Controls,Cerebellar hemisphere,Cerebellum,Gray,,,,,GM volume,,,,Cluster from whole-brain VBM showing reduced gray matter volume in cerebellar hemisphere on the affected side in UVD patients vs controls.,"Hüfner et al., 2007.pdf"
Huefner_2007_Mesencephalon,Hüfner,2007,Spatial Memory and Hippocampal Volume in Humans With Unilateral Vestibular Deafferentation,Hippocampus,10.1002/hipo.20283,Unilateral vestibular deafferentation due to acoustic neurinoma surgery,,Acquired,"Left or Right (unilateral), mixed",,15,16.0,,8F/8M,MRI,Structural,1.5,SPM2,,,,,p < 0.05 (FDR-corrected),,,↓ Patients < Controls,Mesencephalon,Brainstem,Gray,,,,,GM volume,,,,Cluster from whole-brain VBM showing reduced gray matter volume in contralateral mesencephalon in UVD patients vs controls.,"Hüfner et al., 2007.pdf"
Huefner_2007_Thalamus,Hüfner,2007,Spatial Memory and Hippocampal Volume in Humans With Unilateral Vestibular Deafferentation,Hippocampus,10.1002/hipo.20283,Unilateral vestibular deafferentation due to acoustic neurinoma surgery,,Acquired,"Left or Right (unilateral), mixed",,15,16.0,,8F/8M,MRI,Structural,1.5,SPM2,,,,,p < 0.05 (FDR-corrected),,,↓ Patients < Controls,Thalamus,Subcortical,Gray,,,,,GM volume,,,,Cluster from whole-brain VBM showing reduced gray matter volume in contralateral thalamus in UVD patients vs controls.,"Hüfner et al., 2007.pdf"
Huefner_2007_MOG,Hüfner,2007,Spatial Memory and Hippocampal Volume in Humans With Unilateral Vestibular Deafferentation,Hippocampus,10.1002/hipo.20283,Unilateral vestibular deafferentation due to acoustic neurinoma surgery,,Acquired,"Left or Right (unilateral), mixed",,15,16.0,,8F/8M,MRI,Structural,1.5,SPM2,,,,,p < 0.05 (FDR-corrected),,,↓ Patients < Controls,Middle occipital gyrus,Occipital,Gray,,,,,GM volume,,,,Cluster from whole-brain VBM showing reduced gray matter volume in ipsilateral middle occipital gyrus (possibly MT/V5) in UVD patients vs controls.,"Hüfner et al., 2007.pdf"
Huefner_2007_S1,Hüfner,2007,Spatial Memory and Hippocampal Volume in Humans With Unilateral Vestibular Deafferentation,Hippocampus,10.1002/hipo.20283,Unilateral vestibular deafferentation due to acoustic neurinoma surgery,,Acquired,"Left or Right (unilateral), mixed",,15,16.0,,8F/8M,MRI,Structural,1.5,SPM2,,,,,p < 0.05 (FDR-corrected),,,↓ Patients < Controls,Primary somatosensory cortex,Parietal,Gray,,,,,GM volume,,,,Cluster from whole-brain VBM showing reduced gray matter volume in ipsilateral primary somatosensory cortex in UVD patients vs controls.,"Hüfner et al., 2007.pdf"
Huefner_2007_Supramarginal,Hüfner,2007,Spatial Memory and Hippocampal Volume in Humans With Unilateral Vestibular Deafferentation,Hippocampus,10.1002/hipo.20283,Unilateral vestibular deafferentation due to acoustic neurinoma surgery,,Acquired,"Left or Right (unilateral), mixed",,15,16.0,,8F/8M,MRI,Structural,1.5,SPM2,,,,,p < 0.05 (FDR-corrected),,,↓ Patients < Controls,Supramarginal gyrus,Parietal,Gray,,,,,GM volume,,,,Cluster from whole-brain VBM showing reduced gray matter volume in ipsilateral supramarginal gyrus in UVD patients vs controls.,"Hüfner et al., 2007.pdf"
Huefner_2009_Cerebellum,Hüfner,2009,Gray-Matter Atrophy after Chronic Complete Unilateral Vestibular Deafferentation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03719.x,Chronic complete unilateral vestibular deafferentation due to vestibular schwannoma removal,,Acquired,"Unilateral (left/right), mixed",,16,,58.0,8F/8M,MRI,Structural,1.5,SPM2 (VBM),,,,,p < 0.05 (FDR-corrected),t,5.12,↓ Patients < Controls,Cerebellum (Crus I),Cerebellum,Gray,L,-39.0,-72.0,-28.0,GM volume,Vestibular,,,Whole-brain VBM cluster showing gray-matter volume loss in cerebellar hemisphere due to vestibular schwannoma removal; contrast UVD patients vs controls; right-sided lesions flipped to left.,"Hüfner et al., 2009.pdf"
Huefner_2009_Supramarginal,Hüfner,2009,Gray-Matter Atrophy after Chronic Complete Unilateral Vestibular Deafferentation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03719.x,Chronic complete unilateral vestibular deafferentation due to vestibular schwannoma removal,,Acquired,"Unilateral (left/right), mixed",,16,,58.0,8F/8M,MRI,Structural,1.5,SPM2 (VBM),,,,,p < 0.05 (FDR-corrected),t,4.88,↓ Patients < Controls,Supramarginal gyrus,Parietal,Gray,L,-46.0,-37.0,36.0,GM volume,Vestibular,,,Whole-brain VBM cluster showing gray-matter atrophy in supramarginal gyrus ipsilateral to lesion in UVD patients vs controls; right-sided lesions flipped to left.,"Hüfner et al., 2009.pdf"
Huefner_2009_Thalamus,Hüfner,2009,Gray-Matter Atrophy after Chronic Complete Unilateral Vestibular Deafferentation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03719.x,Chronic complete unilateral vestibular deafferentation due to vestibular schwannoma removal,,Acquired,"Unilateral (left/right), mixed",,16,,58.0,8F/8M,MRI,Structural,1.5,SPM2 (VBM),,,,,p < 0.05 (FDR-corrected),t,4.88,↓ Patients < Controls,Thalamus,Subcortical,Gray,R,17.0,-6.0,6.0,GM volume,Vestibular,,,Gray-matter volume reduction in thalamus contralateral to lesion for contrast UVD patients vs controls; right-sided lesions flipped.,"Hüfner et al., 2009.pdf"
Huefner_2009_Midbrain,Hüfner,2009,Gray-Matter Atrophy after Chronic Complete Unilateral Vestibular Deafferentation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03719.x,Chronic complete unilateral vestibular deafferentation due to vestibular schwannoma removal,,Acquired,"Unilateral (left/right), mixed",,16,,58.0,8F/8M,MRI,Structural,1.5,SPM2 (VBM),,,,,p < 0.05 (FDR-corrected),t,4.31,↓ Patients < Controls,Midbrain (mesencephalon),Brainstem,Gray,R,6.0,-29.0,-7.0,GM volume,Vestibular,,,Gray-matter volume reduction in tegmentum of mesencephalon contralateral to lesion in UVD patients vs controls.,"Hüfner et al., 2009.pdf"
Huefner_2009_Postcentral_STG,Hüfner,2009,Gray-Matter Atrophy after Chronic Complete Unilateral Vestibular Deafferentation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03719.x,Chronic complete unilateral vestibular deafferentation due to vestibular schwannoma removal,,Acquired,"Unilateral (left/right), mixed",,16,,58.0,8F/8M,MRI,Structural,1.5,SPM2 (VBM),,,,,p < 0.05 (FDR-corrected),t,4.72,↓ Patients < Controls,Postcentral gyrus / Superior temporal gyrus,Parietal/Temporal,Gray,L,-63.0,-10.0,24.0,GM volume,Vestibular,,,Cluster from whole-brain VBM showing gray-matter atrophy in postcentral gyrus and superior temporal gyrus ipsilateral to lesion in UVD patients vs controls.,"Hüfner et al., 2009.pdf"
